,Total,Date,Year,Gender,Domain,Title,MatchID,Name,Score
12595, Franklin 2510,2021-01-13,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,165146, Franklin,2510
12596,Newton 2074,2021-01-13,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,162936,Newton,2074
12597, Valley View 1598,2021-01-13,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,162936, Valley View,1598
12598,Middletown Christian 1758,2021-01-14,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,162937,Middletown Christian,1758
12599, Valley View 1587,2021-01-14,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,162937, Valley View,1587
12600,Alter 2600,2021-01-19,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,162938,Alter,2600
12601, Valley View 2339,2021-01-19,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,162938, Valley View,2339
12602,Maimisburg 2262,2021-01-21,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,165379,Maimisburg,2262
12603, Franklin 1884,2021-01-21,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,165379, Franklin,1884
12604,Valley View 2146,2021-01-26,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,162940,Valley View,2146
12605, Dayton Christian 1596,2021-01-26,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,162940, Dayton Christian,1596
12606,Mason 2788,2021-01-27,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,165506,Mason,2788
12607, Franklin 2347,2021-01-27,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,165506, Franklin,2347
12608,Valley View 2364,2021-01-28,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,162927,Valley View,2364
12609, Dayton Christian 1479,2021-01-28,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,162927, Dayton Christian,1479
12610,Valley View 2143,2021-02-02,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,165538,Valley View,2143
12611, Newton 2084,2021-02-02,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,165538, Newton,2084
12612,Valley View 2176,2021-02-04,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,162941,Valley View,2176
12613, Franklin 2133,2021-02-04,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,162941, Franklin,2133
12614,Little Miami 2213,2021-02-08,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,165785,Little Miami,2213
12615, Franklin 1928,2021-02-08,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,165785, Franklin,1928
12616,Carroll 2722,2021-02-10,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,165904,Carroll,2722
12617, Franklin 2440,2021-02-10,2020-2021,137,http://www.swblsports.com/,Southwestern Buckeye League,165904, Franklin,2440
12618,Carroll 2488,2021-11-22,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238874,Carroll,2488
12619, Monroe 2387,2021-11-22,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238874, Monroe,2387
12620,Lebanon 2666,2021-11-29,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221859,Lebanon,2666
12621, Franklin 1829,2021-11-29,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221859, Franklin,1829
12622,Monroe 2307,2021-11-30,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221860,Monroe,2307
12623, Franklin 1825,2021-11-30,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221860, Franklin,1825
12624,Newton 1643,2021-11-30,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218113,Newton,1643
12625, Valley View 1443,2021-11-30,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218113, Valley View,1443
12626,Alter 2484,2021-12-01,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218114,Alter,2484
12627, Valley View 1831,2021-12-01,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218114, Valley View,1831
12628,Carroll 2657,2021-12-02,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218115,Carroll,2657
12629, Valley View 1595,2021-12-02,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218115, Valley View,1595
12630,Cincinnati Christian 2125,2021-12-02,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221861,Cincinnati Christian,2125
12631, Franklin 1836,2021-12-02,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221861, Franklin,1836
12632,Monroe 2195,2021-12-06,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238876,Monroe,2195
12633, Bishop Fenwick 1271,2021-12-06,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238876, Bishop Fenwick,1271
12634,Clinton Massie 2668,2021-12-06,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221862,Clinton Massie,2668
12635, Franklin 2080,2021-12-06,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221862, Franklin,2080
12636,Carroll 2679,2021-12-08,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221863,Carroll,2679
12637, Franklin 2189,2021-12-08,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221863, Franklin,2189
12638,Hamilton 2711,2021-12-08,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238877,Hamilton,2711
12639, Monroe 2436,2021-12-08,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238877, Monroe,2436
12640,Beavercreek 2814,2021-12-09,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238878,Beavercreek,2814
12641, Monroe 2367,2021-12-09,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238878, Monroe,2367
12642,Dayton Christian 1712,2021-12-09,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218116,Dayton Christian,1712
12643, Valley View 1666,2021-12-09,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218116, Valley View,1666
12644,Summit Day 1926,2021-12-10,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221864,Summit Day,1926
12645, Franklin 1809,2021-12-10,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221864, Franklin,1809
12646,Mason 2913,2021-12-13,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221865,Mason,2913
12647, Franklin 2049,2021-12-13,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221865, Franklin,2049
12648,Monroe 2383,2021-12-14,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238879,Monroe,2383
12649, Princeton 1875,2021-12-14,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238879, Princeton,1875
12650,Monroe 2487,2021-12-15,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238880,Monroe,2487
12651, Edgewood 1808,2021-12-15,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238880, Edgewood,1808
12652,Beavercreeck 2820,2021-12-15,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221866,Beavercreeck,2820
12653, Franklin 1818,2021-12-15,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221866, Franklin,1818
12654,Middletown Christian 2372,2021-12-16,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218118,Middletown Christian,2372
12655, Valley View 1644,2021-12-16,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218118, Valley View,1644
12656,Franklin 1616,2021-12-16,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221867,Franklin,1616
12657, Dunbar 1511,2021-12-16,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221867, Dunbar,1511
12658,Middletown Christian 2124,2022-01-05,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238881,Middletown Christian,2124
12659, Monroe 2053,2022-01-05,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238881, Monroe,2053
12660,Franklin 1801,2022-01-05,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221868,Franklin,1801
12661, Summit Day 1395,2022-01-05,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221868, Summit Day,1395
12662,Middletown 2217,2022-01-06,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218119,Middletown,2217
12663, Valley View 1460,2022-01-06,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218119, Valley View,1460
12664,Middletown Christian 2303,2022-01-10,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238883,Middletown Christian,2303
12665, Monroe 2002,2022-01-10,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238883, Monroe,2002
12666,Franklin 1265,2022-01-10,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221869,Franklin,1265
12667, Dunbar 1166,2022-01-10,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221869, Dunbar,1166
12668,Monroe 2419,2022-01-11,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238884,Monroe,2419
12669, Cincinnati Christian 2352,2022-01-11,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238884, Cincinnati Christian,2352
12670,Newton 1701,2022-01-12,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218122,Newton,1701
12671, Valley View 1376,2022-01-12,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218122, Valley View,1376
12672,Middletown 2606,2022-01-13,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221870,Middletown,2606
12673, Franklin 1226,2022-01-13,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221870, Franklin,1226
12674,Monroe 2265,2022-01-13,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218123,Monroe,2265
12675, Valley View 1683,2022-01-13,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218123, Valley View,1683
12676,Ross 2504,2022-01-18,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238885,Ross,2504
12677, Monroe 2368,2022-01-18,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238885, Monroe,2368
12678,Valley View 1629,2022-01-20,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218124,Valley View,1629
12679, Franklin 1345,2022-01-20,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218124, Franklin,1345
12680,Monroe 1943,2022-01-26,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221871,Monroe,1943
12681, Franklin 1339,2022-01-26,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221871, Franklin,1339
12682,Valley View 1816,2022-01-27,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218125,Valley View,1816
12683, West Carrollton 1740,2022-01-27,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218125, West Carrollton,1740
12684,Monroe 2290,2022-01-29,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238887,Monroe,2290
12685, Princeton 1893,2022-01-29,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238887, Princeton,1893
12686,Springboro 2068,2022-01-31,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221872,Springboro,2068
12687, Franklin 1110,2022-01-31,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221872, Franklin,1110
12688,Monroe 2228,2022-02-01,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218126,Monroe,2228
12689, Valley View 2009,2022-02-01,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218126, Valley View,2009
12690,Carroll 2596,2022-02-02,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218127,Carroll,2596
12691, Valley View 2091,2022-02-02,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218127, Valley View,2091
12692,Monroe 2401,2022-02-07,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,240048,Monroe,2401
12693, West Carrollton 1136,2022-02-07,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,240048, West Carrollton,1136
12694,Dayton Christian 1925,2022-02-08,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218130,Dayton Christian,1925
12695, Valley View 1377,2022-02-08,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218130, Valley View,1377
12696,Carroll 2482,2022-02-08,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221873,Carroll,2482
12697, Franklin 1666,2022-02-08,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221873, Franklin,1666
12698,Valley View 1797,2022-02-09,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218131,Valley View,1797
12699, Franklin 1302,2022-02-09,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218131, Franklin,1302
12700,Middletown Christian 2212,2022-02-10,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218132,Middletown Christian,2212
12701, Valley View 1710,2022-02-10,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,218132, Valley View,1710
12702,Springboro 2183,2022-02-10,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221874,Springboro,2183
12703, Franklin 1313,2022-02-10,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221874, Franklin,1313
12704,Monroe 2340,2022-02-12,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238890,Monroe,2340
12705, Edgewood 2104,2022-02-12,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238890, Edgewood,2104
12706,Middletown 2213,2022-02-14,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221875,Middletown,2213
12707, Franklin 1068,2022-02-14,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,221875, Franklin,1068
12708,Carroll 2689,2022-02-15,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238888,Carroll,2689
12709, Monroe 2237,2022-02-15,2021-2022,137,http://www.swblsports.com/,Southwestern Buckeye League,238888, Monroe,2237
12710,Batavia 1794,2018-11-16,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,128158,Batavia,1794
12711, Goshen 1636,2018-11-16,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,128158, Goshen,1636
12712,East Clinton 1314,2018-11-19,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,130217,East Clinton,1314
12713, Blanchester 1202,2018-11-19,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,130217, Blanchester,1202
12714,Goshen 1751,2018-11-19,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,128160,Goshen,1751
12715, Western Brown 1555,2018-11-19,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,128160, Western Brown,1555
12716,Western Brown 1777,2018-11-20,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,129960,Western Brown,1777
12717, New Richmond 1516,2018-11-20,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,129960, New Richmond,1516
12718,Blanchester 1476,2018-11-20,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,130220,Blanchester,1476
12719, Bethel-Tate 1392,2018-11-20,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,130220, Bethel-Tate,1392
12720,hillsboro 1910,2018-11-21,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,131800,hillsboro,1910
12721, Wilmington 1743,2018-11-21,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,131800, Wilmington,1743
12722,Wilmington 1811,2018-11-26,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,131801,Wilmington,1811
12723, Mt notre dame 1773,2018-11-26,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,131801, Mt notre dame,1773
12724,Batavia 1786,2018-11-26,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,129962,Batavia,1786
12725, Western Brown 1774,2018-11-26,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,129962, Western Brown,1774
12726,Georgetown 1321,2018-11-26,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,131842,Georgetown,1321
12727, Felicity-Franklin 799,2018-11-26,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,131842, Felicity-Frankli, 799
12728,Western Brown 1829,2018-11-27,2018-2019,215,http://sbaac.com/,Southern Buckeye Athletic and Academic Conference,129964,Western Brown,1829
